"ID","URL","Titel","Beschreibung","Ort","Typ","Reichweite","Staatlich_Öffentlich","Adresse_Herausgeber","Land","Geodaten","lat","lon"
19,"http://data.deutschebahn.com/","Deutsche Bahn Open Data","„Auf diesem Portal veröffentlicht die Deutsche Bahn AG einen wachsenden Datenbestand rund um Infrastruktur und Mobilität.“ (Quelle: Deutsche Bahn Open Data, abgerufen am 26.10.2017)","Deutschland","odp","national","nein","Potsdamer Platz 2 10785 Berlin","Deutschland","",52.50967395,13.3750178513833
20,"http://opendata.esri-de.opendata.arcgis.com/","Esri Deutschland Open Data Portal","„Entdecken Sie hier Open (Geo-)Data, Karten und Apps aus Deutschland zur sofortigen Nutzung und zum Download. Sie können nach Tags in Kategorien, nach beliebigen Begriffen oder Orten im Suchfeld fahnden. Entwickler können über den API Explorer direkt eine Verbindung zu jedem hier gelisteten Datensatz aufbauen oder die Daten als GeoJSON herunterladen. Dieses Portal stellt in ArcGIS Online veröffentlichte Open Data-Beiträge von Kunden und von Esri Deutschland sowie ausgewählte und republizierte Open Data aus fremden Portalen bereit.“ (Quelle: Esri Deutschland Open Data Portal, Stand: 22.12.2017)","Deutschland","odp","national","nein","Esri Deutschland GmbH, Ringstraße 7, 85402 Kranzberg","Deutschland","",48.4062363,11.6090811
21,"http://sdw.ecb.europa.eu/","European Central Bank - Statistical Data Warehouse","„SDW provides features to access, find, compare, download and share the ECB’s published statistical information.“ (Quelle: SDW, abgerufen am 26.10.2017)","Deutschland","odp","national","ja","European Central Bank, Sonnemannstrasse 22, 60314 Frankfurt am Main ","Deutschland","",50.1088825,8.70303974026316
22,"http://offenedaten.de/","Offenedaten.de","„OffeneDaten.de ist ein Datenkatalog für offene Daten in Deutschland. Die Seite wurde 2010 von engagierten Bürgern initiiert, weil es bis Dato kein vergleichbares Angebot in Deutschland gab.“ (Quelle: Offenedaten.de, abgerufen am 26.10.2017)","Deutschland","odp","national","nein","Singerstr. 109, 10179 Berlin","Deutschland","",52.5165993,13.4254157
23,"https://www.offenesdatenportal.de/","Offenesdatenportal.de","„Die Kommunalverwaltungen in Deutschland bietet Ihnen auf diesem Portal zahlreiche Datensätze, Dienste und Anwendungen der Behörden und Ämter an. Die Datensätze werden von der Verwaltung im Sinne von „Open Data“ frei verfügbar und nutzbar in entsprechenden Kommunalportalen zur Verfügung gestellt. Sie können entsprechend der Nutzungsbedingungen und Lizenzen weiterverwendet werden, beispielweise für die Entwicklung von Apps.“ (Quelle: Offenesdatenportal.de, abgerufen am 26.10.2017)","Deutschland","odp","kommunal","nein","Friedrich-Heinrich-Allee 130, 47475 Kamp-Lintfort","Deutschland","",51.4872069,6.5467271
24,"http://segelflug.de/vereine/welt2000/","Welt 2000 Airports/waypoints","„WELT2000 ist eine freie Datenbank mit Daten von Flugplätzen und Außenlandefeldern weltweit. Die Daten sind Basis vieler Geräte und Programme für den Luftsport. WELT2000 wird von Luftsportlern für Luftsportler gemacht.“ (Quelle: WELT2000, abgerufen am 26.10.2017)","Weltweit","odp","international","nein","","Deutschland","",52.5243681651,13.4105300903
25,"https://www.govdata.de/","GovData - das Datenportal für Deutschland","„Auf GovData, dem Datenportal für Deutschland sind Daten aller Verwaltungsebenen zentral zugänglich. Aktuelle Infos und Ähnliches finden Sie im Blog von GovData.“ (Quelle: GovData, abgerufen am 26.10.2017)","Deutschland","odp","national","ja","Gänsemarkt 36, 20354 Hamburg","Deutschland","",53.55523845,9.98774198301294
26,"https://www.mcloud.de/","mCloud","„Die mCLOUD ist eine Rechercheplattform zu offenen Daten aus dem Bereich Mobilität und angrenzender Themen. Das BMVI stellt mit der mCLOUD einen zentralen Zugangspunkt zu allen offenen Daten seines Geschäftsbereiches zur Verfügung und öffnet das Portal auch für private Anbieter aus dem Mobilitätsbereich, um ihre Daten dort anzubieten.“ (Quelle: mCloud, abgerufen am 26.10.2017)","Deutschland","odp","national","ja","Robert-Schuman-Platz 1, D 53175 Bonn","Deutschland","",50.705303,7.1399115
27,"http://freiegeodatenlandkreisdiepholz-geoweb-diepholz.opendata.arcgis.com/","Open Geodata Landkreis Diepholz","„Die hier angebotenen Geodaten sind für alle interessierten Nutzer in maschinenlesbaren Formaten frei zugänglich. Sie beinhalteten anwendungsspezifische Fachinformationen zum Landkreis Diepholz und stammen aus der zentralen Geodatenbank des Geoinformationssystems. Die angebotenen Geodaten werden in Echtzeit zur Verfügung gestellt, so dass die verfügbaren Inhalte den intern verwendeten Strukturen entsprechen. Lediglich personenbezogene Inhalte bzw. Inhalte nur für den Dienstgebrauch sind ausgeblendet. Daten, die der Landkreis in Lizenz nutzt, können hier nicht angeboten werden. Die angebotene Inhalte sind lizenziert unter einer Datenlizenz Deutschland – Namensnennung – Version 2.0“ (Quelle: Open Geodata Landkreis Diepholz, abgerufen am 26.10.2017)","Diepholz","gdi","kommunal","ja","Niedersachsenstr. 2, 49356 Diepholz","Deutschland","",52.6086147,8.37532804787202
28,"http://www.offenedaten.frankfurt.de","offenedaten.frankfurt.de","„Hier finden Sie offene Daten aus den Ämtern und Betriebender Stadtverwaltung Frankfurt am Main. Es handelt sich um „offene“ Daten, weil die Stadt Frankfurt die Datensätze zur freien Nutzung und in offenen, maschinenlesbaren Formaten bereitstellt. Wir folgen hier der Idee, die allgemein als Open Data bezeichnet wird.“  (Quelle: Offene Daten Frankfurt, abgerufen am 26.10.2017)","Frankfurt am Main","odp","kommunal","ja","Stadt Frankfurt am Main, Zanderstraße 7, 60327 Frankfurt am Main","Deutschland","",50.1002825,8.6582261
29,"https://fritz.freiburg.de/","Freiburg FRITZ Online Statistics","Statistik-Portal der Stadt Freiburg im Breisgau (enthält u.a. die Themen „Open Data“ und „Geodaten“) (Stand: 22.6.2018)","Freiburg im Breisgau","stat","kommunal","ja","Stadt Freiburg im Breisgau, Rathausplatz 2 - 4, 79098 Freiburg","Deutschland","ja",47.9962299,7.8493532
30,"https://opendata.gelsenkirchen.de/","Offene Daten Gelsenkirchen","„Die Daten Deiner Stadt gehören Dir. Wir – die Stadt Gelsenkirchen – öffnen sie und Du machst was draus. Zum Beispiel Webanwendungen wie Apps oder Internetseiten. So haben alle etwas davon: Du weißt mehr über deine Stadt und viele Menschen profitieren von Deinem Wissen. Sei Teil der digitalen Revolution!“  (Quelle: Offene Daten Gelsenkirchen, abgerufen am 26.10.2017)","Gelsenkirchen","odp","kommunal","ja","Stadt Gelsenkirchen, Ebertstraße 11, 45879 Gelsenkirchen","Deutschland","",51.5109986,7.0924741727187
31,"http://www.daten.halle.de","Halle an der Saale Open Data","„Auf dem Weg zu einem eigenen Open-Data-Portal gibt die Stadtverwaltung verschiedene Datensätze in bspw. CSV- und Excel-Formaten frei. Dies ist der erste Schritt. Es ist geplant, zukünftig weitere Daten zur freien Verfügung einzustellen.“ (Quelle: http://www.daten.halle.de, abgerufen am 26.10.2017)","Halle an der Saale","odp","kommunal","ja","Stadt Halle, Marktplatz 1, 06100 Halle","Deutschland","",51.48256465,11.9717438561713
32,"http://www.hamburg.de/gdi-hh","GDI Hamburg","Eine Geodateninfrastruktur (GDI) ist ein komplexes Netzwerk zum standardisierten Austausch von Geodaten mit dem Ziel, diese leichter zugänglich und kombinierbar zu machen. Eine GDI wird auf verschiedenen Ebenen aufgebaut. Dabei ist die Geodateninfrastruktur Hamburg (GDI-HH) sowohl eigenständig, als auch ein Bestandteil der GDI-DE.  (Stand: 22.6.2018)","Hamburg","gdi","regional","ja","Neuenfelder Straße 19, 21109 Hamburg","Deutschland","ja",53.4977259,10.0037004
33,"http://daten.hamburg.de/","Transparenzportal Hamburg","Die bisher unter dem Open Data Portal veröffentlichten Daten, finden Sie nun hier im Transparenzportal.  (Stand: 22.6.2018)","Hamburg","odp","regional","ja","Freie und Hansestadt Hamburg, Rathausmarkt 1, 20095 Hamburg","Deutschland","",53.550714,9.9920754
34,"https://www.opendata-hro.de/","OpenData.HRO","„Die Hansestadt Rostock sammelt und pflegt eine Vielzahl von Daten. Diese Daten bergen enormes Potenzial für Innovationen, sofern sie als offene Daten für jedermann frei zugänglich gemacht werden und sie für jegliche Zwecke weiterverwendet und -verbreitet werden können – insbesondere auch für kommerzielle Zwecke. Das vorliegende Portal dient als zentrale Plattform zur Veröffentlichung offener Daten der Hansestadt Rostock.“ (Quelle: OpenData.HRO, abgerufen am 26.10.2017)","Hansestadt Rostock","odp","kommunal","ja","Hansestadt Rostock, 18050 Rostock","Deutschland","",54.0826367,12.0695691
35,"http://www.herne.de/Stadt-und-Leben/Stadtfakten/Open-Data/","Herne Open Data","„Im Open Data Portal der Stadt Herne werden verschiedene Datensätze der Stadtverwaltung veröffentlicht.“ (Quelle: Herne Open Data, abgerufen am 26.10.2017)","Herne","odp","kommunal","ja","Stadt Herne, Friedrich-Ebert-Platz 2, 44623 Herne","Deutschland","",51.53793885,7.21950843870186
36,"http://www.geoportal.hessen.de/","GDI Hessen","„Das Geoportal Hessen ist der zentrale Einstiegspunkt in die Geodateninfrastruktur Hessen und bietet einen einheitlichen und einfachen Zugang zu raumbezogenen Daten des Landes Hessen im Internet. Hier steht die Karte im Mittelpunkt.“ (Quelle: GDI Hessen, abgerufen am 26.10.2017)","Hessen","gdi","regional","ja","Schaperstraße 16, 65195 Wiesbaden","Deutschland","ja",50.0879418,8.22685858728709
37,"http://opendata.jena.de/","Jena OpenData","„Das Portal dient der Veröffentlichung von offenen Daten der Stadt Jena zur freien Verwendung und Nutzung entsprechend der Lizenzierung. Der Umfang der Datensätze wird kontinuierlich erweitert. Wir stellen sowohl dynamische als auch statische Daten zur Verfügung.“ (Quelle: Jena Open Data, abgerufen am 26.10.2017)","Jena","odp","kommunal","ja","Am Anger 15, 07743 Jena, ","Deutschland","",50.9288546,11.5876823
38,"https://www.offenesdatenportal.de/organization/kreis-kleve","Kreis Kleve Open Data","Open Data Portal des Kreises Kleve  auf der Plattform offenesdatenportal.de, 83 Datensätze nach 7 Gruppen geordnet, u.a. zur öffentlichen Verwalltung, Wirtschaft und Arbeit, Transport und Verkehr (Stand: 26.10.2017)","Kreis Kleve","odp","kommunal","ja","Kleve","Deutschland","",51.7854839,6.13136741533014
39,"https://www.offenesdatenportal.de/organization/stadt-kleve","Stadt Kleve Open Data","Open Data der Stadt Kleve auf der Plattform offenesdatenportal.de, 46 Datensätze mit verschiedenen Tags versehen, Bezug u.a. demographische Daten, öffentlichen Einrichtungen und Flächennutzung (Stand: 26.10.2017)","Stadt Kleve","odp","kommunal","ja","Kleve","Deutschland","",51.7854839,6.13136741533014
40,"https://www.offenedaten-koeln.de/","Offene Daten Köln","Offene Daten der Stadt Köln mit Datensätzen verschiedener Einrichtungen, u. a. Kölner Zoo, Stadtbibilothek, Polizei, Verkehrsverbund Rhein-Sieg GmbH, Kölner Verkehrs-Betriebe AG, Feuerwehr Koeln, AWB Abfallwirtschaftsbetriebe Köln GmbH, FH Köln, cambio Carsharing  (Stand: 26.10.2017)","Köln","odp","kommunal","ja","Stadt Köln","Deutschland","",50.9422631,6.951002
41,"https://www.offenesdatenportal.de/organization/krefeld","Krefeld Open Data","Open Data der Stadt Kleve auf der Plattform offenesdatenportal.de, 45 Datensätze mit verschiedenen Tags versehen, gruppiert nach den Themen „Bevolkerung, Geologie und Geobasisdaten“, „Kultur, Freizeit, Sport und Tourismus“, „Soziales“, „Bevölkerung“, „Infrastruktur“ und mehr (Stand: 26.10.2017)","Krefeld","odp","kommunal","ja","Krefeld","Deutschland","",51.3331205,6.5623343
42,"https://opendata.leipzig.de/de/dataset","Leipzig Open Data","„Die Stadt Leipzig möchte verschiedene Datensätze aus der Verwaltung, Fachleuten sowie interessierten Nutzern zur Verfügung zu stellen. Für diesen Zweck wurde das Open Data-Portal der Stadt Leipzig eingerichtet. Zudem veröffentlicht die Stadtverwaltung Leipzig ihre Datensätze auf dem Datenportal für Deutschland.“ (Quelle: Leipzig Open Data, abgerufen am 26.10.2017)
","Leipzig","odp","kommunal","ja","Stadt Leipzig, Martin-Luther-Ring 4-6, 04109 Leipzig","Deutschland","",51.3360228,12.3726786
43,"https://open.lklg.net/","Open Data Portal des Landkreis Lüneburg","„Dies ist das Open Data Portal des Landkreis Lüneburg. Open Data steht für die Öffnung von Informationen und Daten des öffentlichen Sektors für die Allgemeinheit. Mit diesem Portal möchte der Landkreis Lüneburg mehr Transparenz der Kreisverwaltung schaffen.“ (Quelle: Open Data Portal des Landkreis Lüneburg, abgerufen am 26.10.2017)","Lüneburg","odp","kommunal","ja","Landkreis Lüneburg, Auf dem Michaeliskloster 4, 21335 Lüneburg ","Deutschland","",53.2497212,10.4006111
44,"https://www.magdeburg.de/Start/B%C3%BCrger-Stadt/Verwaltung-Service/Offene-Verwaltungsdaten/index.php?La=1&NavID=37.906&object=tx%7C37.12808.1&kat=&kuo=2&sub=0","Magdeburg Open Data","„Der Stadtrat hat sich zur Bereitstellung von offenen Verwaltungsdaten der Landeshauptstadt im Rahmen eines Projektes positioniert. Der Verwaltung ist es wichtig, überschaubar zu beginnen, Erfahrungen zu sammeln und darauf aufbauend sukzessive das Vorhaben weiter voranzutreiben.“
(Quelle: Landeshauptstadt Magdeburg, abgerufen am 26.10.2017)","Magdeburg","odp","kommunal","ja","Landeshauptstadt Magdeburg, Alter Markt 6, 39104 Magdeburg","Deutschland","",52.13133305,11.6403139798252
45,"https://opendata.mannheim.de/","Open Data der Stadt Mannheim","„Der Gemeinderat der Stadt Mannheim hat im März 2015 beschlossen, dass auf einem eigenen Portal offene Daten (Open Data) zur Verfügung gestellt werden. Dieses Portal richtet sich sowohl an Bürger als auch an Entwickler von Anwendungen.“ (Quelle: Stadt Mannheim, abgerufen am 26.10.2017) ","Mannheim","odp","kommunal","ja","Stadt Mannheim, Rathaus, D-68159 Mannheim","Deutschland","",49.4895779,8.46277684750246
46,"http://www.geoportal-mv.de/","GDI Meck­len­burg-Vor­pom­mern","„Das Geodatenportal des Landes Mecklenburg-Vorpommern (GeoPortal.MV) ist der zentrale Zugangsknoten zu Geodaten und Geodatendiensten aus allen Bereichen der Landesverwaltung M-V und der Kommunalverwaltungen M-V. Politik, Wirtschaft, Wissenschaft, Verwaltung und Privatpersonen können auf diese Daten zugreifen, die eine verlässliche Grundlage für effiziente Entscheidungen bieten. Das GeoPortal.MV ist eine technische Kernkomponente der Geodateninfrastruktur Mecklenburg-Vorpommern (GDI-MV).“ (Quelle: GeoPortal.MV, abgerufen am 26.10.2017) ","Meck­len­burg-Vor­pom­mern","gdi","regional","ja","Lübecker Straße 287, 19059 Schwerin","Deutschland","ja",53.64642465,11.3801039308305
47,"https://opendata.meerbusch.de/","Meerbusch Open Data","„Die Stadt Meerbusch stellt ab 2017 offene Daten auf diesem Portal zur Verfügung. Wir starten mit ersten Daten zu Bevölkerung und Wahlen und bauen das Angebot in den kommenden Monaten weiter aus. Wir werden nach Abstimmung mit dem Land NRW bald auf Open.NRW als Datenbereitsteller gelistet, so dass unsere Informationen auch landes- und bundesweit gefunden werden können.“ (Quelle: Stadt Meerbusch, abgerufen am 26.10.2017) ","Meerbusch","odp","kommunal","ja","Stadt Meerbusch, Moerser Straße 28, 40667 Meerbusch","Deutschland","",51.2531516,6.68673741724607
48,"https://stadt-mittenwalde.opendata.arcgis.com/","Mittenwalde Open Data","Open Data Portal der Stadt Mittenwalde basierend auf ArcGIS Portal.  (Stand: 22.6.2018)","Mittenwalde","odp","kommunal","ja","Stadt Mittenwalde, Rathausstraße 8, 15749 Mittenwalde ","Deutschland","",52.2599678,13.5479463
49,"https://offenedaten.de/organization/mittenwalde","Stadt Mittenwalde auf Offenedaten.de","Open Data Portal der Stadt Mittenwalde auf Offenedaten.de, 7 Datensätze mit verschiedenen Tags, u.a. Verkehr, Bebauungsplan, Einwohner (Stand: 22.6.2018)","Mittenwalde","odp","kommunal","nein","Stadt Mittenwalde, Rathausstraße 8, 15749 Mittenwalde","Deutschland","",52.2599678,13.5479463
50,"https://www.mittenwalde.de/de/service-wie-was-wo/geoportal/geoportal/","Geoportal der Stadt Mittenwalde","Geodaten der Stadt Mittenwalde zur Online-Ansicht. Es gibt gibt ein neues und ein altes Geoportal. Das Neue mit einer Liegenschaftskarte und einem Kartenthema zur Bauleitplanung ausgestattet ist. (Stand: 26.10.2017)","Mittenwalde","gdi","kommunal","ja","Stadt Mittenwalde, Rathausstraße 8, 15749 Mittenwalde","Deutschland","ja",52.2599678,13.5479463
51,"http://offenedaten.moers.de/","Offene Daten Moers","„Es handelt sich um ""offene"" Daten, weil die Stadt Moers die Datensätze zur freien Nutzung und in offenen, maschinenlesbaren Formaten bereitstellt. Wir folgen hier der Idee, die allgemein als Open Data bezeichnet wird. Die grundsätzliche Idee wird gut in den ""Externer Link10 Prinzipien offener Regierungsinformationen"" vermittelt.

Nach und nach werden wir den Bestand an offenen Daten erweitern. Wir veröffentlichen in unserem Portal auch Daten von Unternehmen oder Privatleuten, wenn sie einen Bezug zu Moers haben und es keine rechtlichen Beschränkungen gibt. Wenn Sie Daten haben, melden Sie sich!“ 
(Quelle: Stadt Moers, abgerufen am 26.10.2017)","Moers","odp","kommunal","ja","Rathaus Moers, Rathausplatz 1, 47441 Moers","Deutschland","",51.4532462,6.6266906
52,"https://www.moenchengladbach.de/de/aktuell-aktiv/open-data/","Mönchengladbach Open Data","„Die Stadt Mönchengladbach startet im Rahmen ihrer Open Government Bestrebungen dieses Open-Data-Portal.

Nach und nach werden wir den Bestand an offenen Daten erweitern und so eine Grundlage bilden, für einen demokratischen Wissensaustausch, mehr Partizipation und eine bessere Kommunkation zwischen Verwaltung, Politik und Bürgerinnen und Bürgern unserer Stadt.“ (Quelle: Stadt Mönchengladbach, abgerufen am 26.10.2017)","Mönchengladbach","odp","kommunal","ja","Stadt Mönchengladbach, 41050 Mönchengladbach","Deutschland","",51.2031668,6.45409639874154
53,"https://geo.muelheim-ruhr.de/open-data/13819","Mülheim an der Ruhr Open Data","„Die Stadt Mülheim an der Ruhr stellt offene Daten (Open Data) als Rohdaten aus verschiedenen Bereichen der Verwaltung bereit. Eine automatisierte Aktualisierung sorgt dafür, dass stets nur die aktuellsten Daten publiziert werden.“ (Quelle: Stadt Mönchengladbach, abgerufen am 26.10.2017)","Mülheim an der Ruhr","odp","kommunal","ja","Am Rathaus 1, 45468 Mülheim an der Ruhr","Deutschland","",51.4284118,6.8786938
54,"https://www.opengov-muenchen.de/","Open-Data-Portal München der Landeshauptstadt München","„Auf dem Open Data Portal München stellt die Landeshauptstadt München Datensätze der öffentlichen Verwaltung zur Verfügung. Verwaltungsmitarbeitern, Bürgerinnen und Bürgern, Unternehmen und Wissenschaftlern soll damit die Möglichkeit gegeben werden, über einen zentralen Einstiegspunkt auf Daten und Informationen der Verwaltung zuzugreifen und diese weiterzuverwenden, so dass durch neue Ideen sowie Kombination und Analyse neue Erkenntnisse aus den vorhandenen Daten gewonnen werden können.“ (Quelle: Open-Data-Portal München der Landeshauptstadt München, abgerufen am 26.10.2017)","München","odp","kommunal","ja","Landeshauptstadt München, 80313 München","Deutschland","",48.1039099,11.6048638526407
55,"http://www.stadt-muenster.de/katasteramt/geodatenmanagement/open-data.html","Offene Geodaten Münster","„Die Stadt Münster beteiligt sich am Wettbewerb ""Apps für Deutschland"". Sie stellt dazu Datensätze über Spielplätze und Sportstätten als offene Daten zur Verfügung. Die Daten werden mit Stand Dezember 2011 bereitgestellt. Es kommt die Lizenz Creative Commons Namensnennung 3.0 zur Anwendung.“
(Quelle: Stadt Münster, abgerufen am 26.10.2017)","Münster (Westf.)","odp","kommunal","ja","Stadt Münster, 48127 Münster","Deutschland","",51.9018409,7.6735556
